house
63.735
64.134
64.47
64.974
65.549
66.22
66.787
67.27
67.624
67.902
68.092
68.344
68.583
68.916
69.325
69.79
70.409
71.068
71.686
72.185
72.574
72.823
73.065
73.279
73.618
73.969
74.411
74.868
75.296
75.697
76.043
76.274
76.422
76.489
76.522
76.498
76.527
76.587
76.79
77.038
77.297
77.505
77.56
77.479
77.229
76.913
76.381
75.972
75.533
75.25
75.137
75.318
75.769
76.254
76.518
76.595
76.576
76.291
76.031
75.844
75.699
75.654
75.813
76.08
76.398
76.602
76.711
76.731
76.628
76.598
76.579
76.464
76.395
76.328
76.383
76.661
77.03
77.516
77.885
78.131
78.198
78.172
78.17
78.114
78.199
78.205
78.35
78.702
79.209
79.702
80.064
80.317
80.34
80.304
80.17
80.079
80.027
79.993
80.079
80.37
80.692
81.069
81.412
81.655
81.739
81.728
81.632
81.514
81.428
81.4
81.666
82.126
82.603
83.049
83.419
83.646
83.703
83.63
83.557
83.491
83.531
83.597
83.912
84.322
84.865
85.399
85.842
86.151
86.311
86.409
86.633
86.849
87.164
87.374
87.878
88.558
89.374
90.195
90.86
91.407
91.753
92.001
92.199
92.445
92.715
92.981
93.611
94.436
95.361
96.365
97.193
97.899
98.401
98.833
99.15
99.545
100.0
100.571
101.466
102.54
103.701
104.855
105.721
106.521
107.135
107.728
108.291
108.791
109.214
109.641
110.393
111.247
112.202
113.272
114.226
114.987
115.464
115.68
115.837
116.054
116.436
116.916
117.929
119.209
120.788
122.333
123.687
124.73
125.494
126.136
126.642
127.15
127.652
128.326
129.308
130.488
131.839
133.225
134.646
135.965
137.076
137.976
138.765
139.628
140.705
142.029
144.08
146.179
148.334
150.518
152.337
153.814
155.108
156.299
157.496
158.67
160.13
161.924
164.576
166.999
169.544
172.015
174.097
175.922
177.61
178.752
179.674
180.107
180.828
181.5
182.749
183.648
184.38
184.547
184.607
184.404
184.198
184.055
183.633
183.231
182.72
182.472
182.194
182.132
181.885
181.54
180.993
180.235
179.122
177.53
175.162
173.338
171.079
169.193
167.905
167.323
167.02
166.537
165.714
164.279
161.913
159.164
156.072
152.544
149.361
147.616
146.514
146.943
148.171
149.797
150.748
150.667
149.625
148.582
147.937
146.664
145.003
143.055
143.597
145.402
147.037
147.702
147.563
146.428
144.608
143.127
141.819
140.633
139.045
137.742
137.793
139.161
140.693
141.945
142.341
141.785
140.169
138.412
136.668
135.169
134.167
133.993
135.862
138.472
141.051
143.171
144.283
144.705
144.357
143.967
143.96
143.867
144.312
145.163
147.962
150.97
153.863
156.433
158.296
159.404
159.682
159.562
159.366
159.284
159.374
159.878
161.194
162.972
164.686
166.215
167.14
167.455
167.246
166.915
166.663
166.467
166.258
166.642
168.098
169.977
171.856
173.457
174.502
174.946
175.055
175.062
175.157
175.133
175.055
175.301
176.619
178.509
180.354
181.926
183.03
183.668
183.958
184.033
184.246
184.419
184.672
185.04
186.546
188.556
190.554
192.288
193.539
194.375
194.844
195.107
195.47
195.864
196.134
196.924
198.593
200.636
202.474
204.066
204.974
205.352
205.397
205.391
205.129
204.722
204.233
204.467
205.816
207.729
209.393
210.629
211.381
211.74
211.92
212.014
212.154
212.283
212.435
213.25
215.225
217.272
218.523
219.848
221.604
224.086
226.845
229.863
232.375
234.43
236.513
239.29
244.294
249.898
255.524
261.254
265.587
268.855
271.502
273.71
276.092
278.681
